source,target,confidence,note
reference/review_assets/canonical_from_jar_png/offline/94301.png,reference/review_assets/character_creation_organized/02_option_meta_families/headgear_equipment_candidates/meta_94399_base_94300_candidate/images/94301.png,meta_group_candidate,Meta-backed equipment candidate family; likely headgear rather than bare create-character appearance.
reference/review_assets/canonical_from_jar_png/offline/94302.png,reference/review_assets/character_creation_organized/02_option_meta_families/headgear_equipment_candidates/meta_94399_base_94300_candidate/images/94302.png,meta_group_candidate,Meta-backed equipment candidate family; likely headgear rather than bare create-character appearance.
reference/review_assets/canonical_from_jar_png/offline/94303.png,reference/review_assets/character_creation_organized/02_option_meta_families/headgear_equipment_candidates/meta_94399_base_94300_candidate/images/94303.png,meta_group_candidate,Meta-backed equipment candidate family; likely headgear rather than bare create-character appearance.
reference/review_assets/canonical_from_jar_png/offline/94304.png,reference/review_assets/character_creation_organized/02_option_meta_families/headgear_equipment_candidates/meta_94399_base_94300_candidate/images/94304.png,meta_group_candidate,Meta-backed equipment candidate family; likely headgear rather than bare create-character appearance.
reference/review_assets/canonical_from_jar_png/offline/94305.png,reference/review_assets/character_creation_organized/02_option_meta_families/headgear_equipment_candidates/meta_94399_base_94300_candidate/images/94305.png,meta_group_candidate,Meta-backed equipment candidate family; likely headgear rather than bare create-character appearance.
reference/review_assets/canonical_from_jar_png/offline/94306.png,reference/review_assets/character_creation_organized/02_option_meta_families/headgear_equipment_candidates/meta_94399_base_94300_candidate/images/94306.png,meta_group_candidate,Meta-backed equipment candidate family; likely headgear rather than bare create-character appearance.
reference/review_assets/canonical_from_jar_png/offline/94307.png,reference/review_assets/character_creation_organized/02_option_meta_families/headgear_equipment_candidates/meta_94399_base_94300_candidate/images/94307.png,meta_group_candidate,Meta-backed equipment candidate family; likely headgear rather than bare create-character appearance.
reference/review_assets/canonical_from_jar_png/offline/94308.png,reference/review_assets/character_creation_organized/02_option_meta_families/headgear_equipment_candidates/meta_94399_base_94300_candidate/images/94308.png,meta_group_candidate,Meta-backed equipment candidate family; likely headgear rather than bare create-character appearance.
reference/review_assets/canonical_from_jar_png/offline/94309.png,reference/review_assets/character_creation_organized/02_option_meta_families/headgear_equipment_candidates/meta_94399_base_94300_candidate/images/94309.png,meta_group_candidate,Meta-backed equipment candidate family; likely headgear rather than bare create-character appearance.
reference/redecoded/extracted_meta/offline/97199.meta,reference/review_assets/character_creation_organized/02_option_meta_families/headgear_equipment_candidates/meta_97199_base_97100_candidate/97199.meta,meta_group_candidate,Original legacy .meta file extracted from twelvefull.jar.
reference/review_assets/canonical_from_jar_png/offline/97100.png,reference/review_assets/character_creation_organized/02_option_meta_families/headgear_equipment_candidates/meta_97199_base_97100_candidate/images/97100.png,meta_group_candidate,Meta-backed equipment candidate family; likely headgear rather than bare create-character appearance.
reference/review_assets/canonical_from_jar_png/offline/97101.png,reference/review_assets/character_creation_organized/02_option_meta_families/headgear_equipment_candidates/meta_97199_base_97100_candidate/images/97101.png,meta_group_candidate,Meta-backed equipment candidate family; likely headgear rather than bare create-character appearance.
reference/review_assets/canonical_from_jar_png/offline/97102.png,reference/review_assets/character_creation_organized/02_option_meta_families/headgear_equipment_candidates/meta_97199_base_97100_candidate/images/97102.png,meta_group_candidate,Meta-backed equipment candidate family; likely headgear rather than bare create-character appearance.
reference/review_assets/canonical_from_jar_png/offline/97103.png,reference/review_assets/character_creation_organized/02_option_meta_families/headgear_equipment_candidates/meta_97199_base_97100_candidate/images/97103.png,meta_group_candidate,Meta-backed equipment candidate family; likely headgear rather than bare create-character appearance.
reference/review_assets/canonical_from_jar_png/offline/97104.png,reference/review_assets/character_creation_organized/02_option_meta_families/headgear_equipment_candidates/meta_97199_base_97100_candidate/images/97104.png,meta_group_candidate,Meta-backed equipment candidate family; likely headgear rather than bare create-character appearance.
reference/review_assets/canonical_from_jar_png/offline/97105.png,reference/review_assets/character_creation_organized/02_option_meta_families/headgear_equipment_candidates/meta_97199_base_97100_candidate/images/97105.png,meta_group_candidate,Meta-backed equipment candidate family; likely headgear rather than bare create-character appearance.
reference/review_assets/canonical_from_jar_png/offline/97106.png,reference/review_assets/character_creation_organized/02_option_meta_families/headgear_equipment_candidates/meta_97199_base_97100_candidate/images/97106.png,meta_group_candidate,Meta-backed equipment candidate family; likely headgear rather than bare create-character appearance.
reference/review_assets/canonical_from_jar_png/offline/97107.png,reference/review_assets/character_creation_organized/02_option_meta_families/headgear_equipment_candidates/meta_97199_base_97100_candidate/images/97107.png,meta_group_candidate,Meta-backed equipment candidate family; likely headgear rather than bare create-character appearance.
reference/review_assets/canonical_from_jar_png/offline/97108.png,reference/review_assets/character_creation_organized/02_option_meta_families/headgear_equipment_candidates/meta_97199_base_97100_candidate/images/97108.png,meta_group_candidate,Meta-backed equipment candidate family; likely headgear rather than bare create-character appearance.
reference/review_assets/canonical_from_jar_png/offline/97109.png,reference/review_assets/character_creation_organized/02_option_meta_families/headgear_equipment_candidates/meta_97199_base_97100_candidate/images/97109.png,meta_group_candidate,Meta-backed equipment candidate family; likely headgear rather than bare create-character appearance.
reference/redecoded/extracted_meta/offline/97499.meta,reference/review_assets/character_creation_organized/02_option_meta_families/headgear_equipment_candidates/meta_97499_base_97400_candidate/97499.meta,meta_group_candidate,Original legacy .meta file extracted from twelvefull.jar.
reference/review_assets/canonical_from_jar_png/offline/97400.png,reference/review_assets/character_creation_organized/02_option_meta_families/headgear_equipment_candidates/meta_97499_base_97400_candidate/images/97400.png,meta_group_candidate,Meta-backed equipment candidate family; likely headgear rather than bare create-character appearance.
reference/review_assets/canonical_from_jar_png/offline/97401.png,reference/review_assets/character_creation_organized/02_option_meta_families/headgear_equipment_candidates/meta_97499_base_97400_candidate/images/97401.png,meta_group_candidate,Meta-backed equipment candidate family; likely headgear rather than bare create-character appearance.
reference/review_assets/canonical_from_jar_png/offline/97402.png,reference/review_assets/character_creation_organized/02_option_meta_families/headgear_equipment_candidates/meta_97499_base_97400_candidate/images/97402.png,meta_group_candidate,Meta-backed equipment candidate family; likely headgear rather than bare create-character appearance.
reference/review_assets/canonical_from_jar_png/offline/97403.png,reference/review_assets/character_creation_organized/02_option_meta_families/headgear_equipment_candidates/meta_97499_base_97400_candidate/images/97403.png,meta_group_candidate,Meta-backed equipment candidate family; likely headgear rather than bare create-character appearance.
reference/review_assets/canonical_from_jar_png/offline/97404.png,reference/review_assets/character_creation_organized/02_option_meta_families/headgear_equipment_candidates/meta_97499_base_97400_candidate/images/97404.png,meta_group_candidate,Meta-backed equipment candidate family; likely headgear rather than bare create-character appearance.
reference/review_assets/canonical_from_jar_png/offline/97405.png,reference/review_assets/character_creation_organized/02_option_meta_families/headgear_equipment_candidates/meta_97499_base_97400_candidate/images/97405.png,meta_group_candidate,Meta-backed equipment candidate family; likely headgear rather than bare create-character appearance.
reference/review_assets/canonical_from_jar_png/offline/97406.png,reference/review_assets/character_creation_organized/02_option_meta_families/headgear_equipment_candidates/meta_97499_base_97400_candidate/images/97406.png,meta_group_candidate,Meta-backed equipment candidate family; likely headgear rather than bare create-character appearance.
reference/review_assets/canonical_from_jar_png/offline/97407.png,reference/review_assets/character_creation_organized/02_option_meta_families/headgear_equipment_candidates/meta_97499_base_97400_candidate/images/97407.png,meta_group_candidate,Meta-backed equipment candidate family; likely headgear rather than bare create-character appearance.
reference/review_assets/canonical_from_jar_png/offline/97408.png,reference/review_assets/character_creation_organized/02_option_meta_families/headgear_equipment_candidates/meta_97499_base_97400_candidate/images/97408.png,meta_group_candidate,Meta-backed equipment candidate family; likely headgear rather than bare create-character appearance.
reference/review_assets/canonical_from_jar_png/offline/97409.png,reference/review_assets/character_creation_organized/02_option_meta_families/headgear_equipment_candidates/meta_97499_base_97400_candidate/images/97409.png,meta_group_candidate,Meta-backed equipment candidate family; likely headgear rather than bare create-character appearance.
reference/redecoded/extracted_meta/offline/97599.meta,reference/review_assets/character_creation_organized/02_option_meta_families/headgear_equipment_candidates/meta_97599_base_97500_candidate/97599.meta,meta_group_candidate,Original legacy .meta file extracted from twelvefull.jar.
reference/review_assets/canonical_from_jar_png/offline/97500.png,reference/review_assets/character_creation_organized/02_option_meta_families/headgear_equipment_candidates/meta_97599_base_97500_candidate/images/97500.png,meta_group_candidate,Meta-backed equipment candidate family; likely headgear rather than bare create-character appearance.
reference/review_assets/canonical_from_jar_png/offline/97501.png,reference/review_assets/character_creation_organized/02_option_meta_families/headgear_equipment_candidates/meta_97599_base_97500_candidate/images/97501.png,meta_group_candidate,Meta-backed equipment candidate family; likely headgear rather than bare create-character appearance.
reference/review_assets/canonical_from_jar_png/offline/97502.png,reference/review_assets/character_creation_organized/02_option_meta_families/headgear_equipment_candidates/meta_97599_base_97500_candidate/images/97502.png,meta_group_candidate,Meta-backed equipment candidate family; likely headgear rather than bare create-character appearance.
reference/review_assets/canonical_from_jar_png/offline/97503.png,reference/review_assets/character_creation_organized/02_option_meta_families/headgear_equipment_candidates/meta_97599_base_97500_candidate/images/97503.png,meta_group_candidate,Meta-backed equipment candidate family; likely headgear rather than bare create-character appearance.
reference/review_assets/canonical_from_jar_png/offline/97504.png,reference/review_assets/character_creation_organized/02_option_meta_families/headgear_equipment_candidates/meta_97599_base_97500_candidate/images/97504.png,meta_group_candidate,Meta-backed equipment candidate family; likely headgear rather than bare create-character appearance.
reference/review_assets/canonical_from_jar_png/offline/97505.png,reference/review_assets/character_creation_organized/02_option_meta_families/headgear_equipment_candidates/meta_97599_base_97500_candidate/images/97505.png,meta_group_candidate,Meta-backed equipment candidate family; likely headgear rather than bare create-character appearance.
reference/review_assets/canonical_from_jar_png/offline/97506.png,reference/review_assets/character_creation_organized/02_option_meta_families/headgear_equipment_candidates/meta_97599_base_97500_candidate/images/97506.png,meta_group_candidate,Meta-backed equipment candidate family; likely headgear rather than bare create-character appearance.
reference/review_assets/canonical_from_jar_png/offline/97507.png,reference/review_assets/character_creation_organized/02_option_meta_families/headgear_equipment_candidates/meta_97599_base_97500_candidate/images/97507.png,meta_group_candidate,Meta-backed equipment candidate family; likely headgear rather than bare create-character appearance.
reference/review_assets/canonical_from_jar_png/offline/97508.png,reference/review_assets/character_creation_organized/02_option_meta_families/headgear_equipment_candidates/meta_97599_base_97500_candidate/images/97508.png,meta_group_candidate,Meta-backed equipment candidate family; likely headgear rather than bare create-character appearance.
reference/review_assets/canonical_from_jar_png/offline/97509.png,reference/review_assets/character_creation_organized/02_option_meta_families/headgear_equipment_candidates/meta_97599_base_97500_candidate/images/97509.png,meta_group_candidate,Meta-backed equipment candidate family; likely headgear rather than bare create-character appearance.
reference/redecoded/extracted_meta/offline/98399.meta,reference/review_assets/character_creation_organized/02_option_meta_families/headgear_equipment_candidates/meta_98399_base_98300_candidate/98399.meta,meta_group_candidate,Original legacy .meta file extracted from twelvefull.jar.
reference/review_assets/canonical_from_jar_png/offline/98300.png,reference/review_assets/character_creation_organized/02_option_meta_families/headgear_equipment_candidates/meta_98399_base_98300_candidate/images/98300.png,meta_group_candidate,Meta-backed equipment candidate family; likely headgear rather than bare create-character appearance.
reference/review_assets/canonical_from_jar_png/offline/98301.png,reference/review_assets/character_creation_organized/02_option_meta_families/headgear_equipment_candidates/meta_98399_base_98300_candidate/images/98301.png,meta_group_candidate,Meta-backed equipment candidate family; likely headgear rather than bare create-character appearance.
reference/review_assets/canonical_from_jar_png/offline/98302.png,reference/review_assets/character_creation_organized/02_option_meta_families/headgear_equipment_candidates/meta_98399_base_98300_candidate/images/98302.png,meta_group_candidate,Meta-backed equipment candidate family; likely headgear rather than bare create-character appearance.
reference/review_assets/canonical_from_jar_png/offline/98303.png,reference/review_assets/character_creation_organized/02_option_meta_families/headgear_equipment_candidates/meta_98399_base_98300_candidate/images/98303.png,meta_group_candidate,Meta-backed equipment candidate family; likely headgear rather than bare create-character appearance.
reference/review_assets/canonical_from_jar_png/offline/98304.png,reference/review_assets/character_creation_organized/02_option_meta_families/headgear_equipment_candidates/meta_98399_base_98300_candidate/images/98304.png,meta_group_candidate,Meta-backed equipment candidate family; likely headgear rather than bare create-character appearance.
reference/review_assets/canonical_from_jar_png/offline/98305.png,reference/review_assets/character_creation_organized/02_option_meta_families/headgear_equipment_candidates/meta_98399_base_98300_candidate/images/98305.png,meta_group_candidate,Meta-backed equipment candidate family; likely headgear rather than bare create-character appearance.
reference/review_assets/canonical_from_jar_png/offline/98306.png,reference/review_assets/character_creation_organized/02_option_meta_families/headgear_equipment_candidates/meta_98399_base_98300_candidate/images/98306.png,meta_group_candidate,Meta-backed equipment candidate family; likely headgear rather than bare create-character appearance.
reference/review_assets/canonical_from_jar_png/offline/98307.png,reference/review_assets/character_creation_organized/02_option_meta_families/headgear_equipment_candidates/meta_98399_base_98300_candidate/images/98307.png,meta_group_candidate,Meta-backed equipment candidate family; likely headgear rather than bare create-character appearance.
reference/review_assets/canonical_from_jar_png/offline/98308.png,reference/review_assets/character_creation_organized/02_option_meta_families/headgear_equipment_candidates/meta_98399_base_98300_candidate/images/98308.png,meta_group_candidate,Meta-backed equipment candidate family; likely headgear rather than bare create-character appearance.
reference/review_assets/canonical_from_jar_png/offline/98309.png,reference/review_assets/character_creation_organized/02_option_meta_families/headgear_equipment_candidates/meta_98399_base_98300_candidate/images/98309.png,meta_group_candidate,Meta-backed equipment candidate family; likely headgear rather than bare create-character appearance.
reference/redecoded/extracted_meta/offline/99999.meta,reference/review_assets/character_creation_organized/02_option_meta_families/headgear_equipment_candidates/meta_99999_base_99900_candidate/99999.meta,meta_group_candidate,Original legacy .meta file extracted from twelvefull.jar.
reference/review_assets/canonical_from_jar_png/offline/99900.png,reference/review_assets/character_creation_organized/02_option_meta_families/headgear_equipment_candidates/meta_99999_base_99900_candidate/images/99900.png,meta_group_candidate,Meta-backed seasonal or special equipment candidate family; not treated as base create-character appearance.
reference/review_assets/canonical_from_jar_png/offline/99901.png,reference/review_assets/character_creation_organized/02_option_meta_families/headgear_equipment_candidates/meta_99999_base_99900_candidate/images/99901.png,meta_group_candidate,Meta-backed seasonal or special equipment candidate family; not treated as base create-character appearance.
reference/review_assets/canonical_from_jar_png/offline/99902.png,reference/review_assets/character_creation_organized/02_option_meta_families/headgear_equipment_candidates/meta_99999_base_99900_candidate/images/99902.png,meta_group_candidate,Meta-backed seasonal or special equipment candidate family; not treated as base create-character appearance.
reference/review_assets/canonical_from_jar_png/offline/99903.png,reference/review_assets/character_creation_organized/02_option_meta_families/headgear_equipment_candidates/meta_99999_base_99900_candidate/images/99903.png,meta_group_candidate,Meta-backed seasonal or special equipment candidate family; not treated as base create-character appearance.
reference/review_assets/canonical_from_jar_png/offline/99904.png,reference/review_assets/character_creation_organized/02_option_meta_families/headgear_equipment_candidates/meta_99999_base_99900_candidate/images/99904.png,meta_group_candidate,Meta-backed seasonal or special equipment candidate family; not treated as base create-character appearance.
reference/review_assets/canonical_from_jar_png/offline/99905.png,reference/review_assets/character_creation_organized/02_option_meta_families/headgear_equipment_candidates/meta_99999_base_99900_candidate/images/99905.png,meta_group_candidate,Meta-backed seasonal or special equipment candidate family; not treated as base create-character appearance.
reference/review_assets/canonical_from_jar_png/offline/99906.png,reference/review_assets/character_creation_organized/02_option_meta_families/headgear_equipment_candidates/meta_99999_base_99900_candidate/images/99906.png,meta_group_candidate,Meta-backed seasonal or special equipment candidate family; not treated as base create-character appearance.
reference/review_assets/canonical_from_jar_png/offline/99907.png,reference/review_assets/character_creation_organized/02_option_meta_families/headgear_equipment_candidates/meta_99999_base_99900_candidate/images/99907.png,meta_group_candidate,Meta-backed seasonal or special equipment candidate family; not treated as base create-character appearance.
reference/review_assets/canonical_from_jar_png/offline/99908.png,reference/review_assets/character_creation_organized/02_option_meta_families/headgear_equipment_candidates/meta_99999_base_99900_candidate/images/99908.png,meta_group_candidate,Meta-backed seasonal or special equipment candidate family; not treated as base create-character appearance.
reference/review_assets/canonical_from_jar_png/offline/99909.png,reference/review_assets/character_creation_organized/02_option_meta_families/headgear_equipment_candidates/meta_99999_base_99900_candidate/images/99909.png,meta_group_candidate,Meta-backed seasonal or special equipment candidate family; not treated as base create-character appearance.
